Id,Sex,Age Category,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2014,2015,2016,Time,Rank,TotalRaces,LastRace
244,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.484974572353,0.264247380526,1,1
245,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.531404794928,0.392793253258,1,1
246,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.467835677961,0.210069000767,1,1
247,1,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.683937652731,0.703552261692,1,1
248,0,0.461538461538,0,0,0,1,0,0,1,1,1,0,0,0,1,0.368344230896,0.0208535650396,5,1
249,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.418433392775,0.0812675696397,1,1
250,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.701208638795,0.720163557373,1,1
251,1,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.548972987253,0.442116023511,1,1
252,1,0.538461538462,0,0,0,0,0,0,1,0,1,1,1,1,1,0.543414129406,0.458045830139,6,1
253,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,1,1,0.470857274949,0.207257858421,2,1
256,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.585364242784,0.541017122412,1,1
257,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.375602668252,0.0207002300026,1,1
261,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.402846575523,0.0500894454383,1,1
262,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.55990357308,0.473038589318,1,1
265,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.508751073245,0.329925888065,1,1
266,1,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.576910375801,0.52031689241,1,1
267,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.85119873192,0.776641962688,1,1
268,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.480384386764,0.253002811142,1,1
269,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.424707747177,0.0927676974189,1,1
272,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.463839904894,0.195502172246,1,1
274,0,0.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,1,0.573542038174,0.512650140557,1,1
276,1,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6008850142,0.576284180935,1,1
277,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.50409484182,0.319703552262,1,1
278,0,0.615384615385,1,0,0,0,0,0,0,0,0,0,0,0,1,0.468908922792,0.191413237925,2,1
280,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,1,1,0.522042797702,0.356887298748,2,1
282,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.628393104815,0.624329159213,1,1
283,0,0.153846153846,0,0,0,0,0,0,0,0,0,0,0,0,1,0.434977874645,0.115001277792,1,1
284,1,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.670695462651,0.690518783542,1,1
285,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.535664751337,0.407104523384,1,1
286,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.552308301962,0.451827242525,1,1
287,0,0.153846153846,0,0,0,0,0,0,0,0,0,0,0,1,1,0.66835083548,0.631612573473,2,1
288,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.569579288026,0.501150012778,1,1
291,0,0.692307692308,0,0,0,0,0,0,0,0,0,0,0,1,1,0.636813948881,0.614617940199,2,1
294,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.531041542831,0.391004344493,1,1
295,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,1,1,0.473383528169,0.220930232558,2,1
296,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.440558747771,0.128545872732,1,1
297,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.569711379698,0.501916687963,1,1
299,1,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.464764546595,0.198568872987,1,1
300,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.568621623407,0.498594428827,1,1
301,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.624463377584,0.616406848965,1,1
303,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.491909385113,0.283669818554,1,1
304,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,1,0,1,0.642835127579,0.672885254281,2,1
305,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.509444554521,0.332481472016,1,1
307,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.457004160888,0.173524150268,1,1
308,1,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.499867908328,0.307692307692,1,1
309,0,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.572221121458,0.508816764631,1,1
311,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.59378508685,0.562228469205,1,1
312,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.405686546463,0.0541783797598,1,1
313,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.39280760848,0.0362892921032,1,1
315,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,1,1,0.428010038967,0.0914899054434,2,1
316,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.463575721551,0.194479938666,1,1
317,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.481110890958,0.255047278303,1,1
318,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666105277062,0.68591873243,1,1
320,1,0.153846153846,0,0,0,1,1,0,0,0,0,0,0,1,1,0.66787200317,0.539292103246,4,1
321,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.535070338815,0.406337848198,1,1
322,0,0.307692307692,0,0,0,0,0,0,0,0,1,1,1,1,1,0.499782048742,0.323383593151,5,1
323,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,1,1,1,0.442606168681,0.123093960303,3,1
325,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.574895977809,0.516994633274,1,1
327,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.578000132092,0.524405826731,1,1
328,0,0.153846153846,0,0,0,0,0,0,0,0,1,0,0,0,1,0.815765141008,0.837592639918,2,1
330,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.515784954759,0.349092767697,1,1
331,0,0.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,1,0.482960174361,0.259647329415,1,1
333,1,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.465094775774,0.200102223358,1,1
334,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.44561125421,0.141834909277,1,1
337,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.528696915659,0.38231535906,1,1
338,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.349547586025,0.00408893432149,1,1
